formulaA,formulaB,formulaA_elements_AtomicVolume,formulaB_elements_AtomicVolume,formulaA_elements_AtomicWeight,formulaB_elements_AtomicWeight,formulaA_elements_BoilingT,formulaB_elements_BoilingT,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_Column,formulaB_elements_Column,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_Density,formulaB_elements_Density,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_Electronegativity,formulaB_elements_Electronegativity,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSbandgap,formulaB_elements_GSbandgap,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_GSestBCClatcnt,formulaB_elements_GSestBCClatcnt,formulaA_elements_GSestFCClatcnt,formulaB_elements_GSestFCClatcnt,formulaA_elements_GSmagmom,formulaB_elements_GSmagmom,formulaA_elements_GSvolume_pa,formulaB_elements_GSvolume_pa,formulaA_elements_HHIp,formulaB_elements_HHIp,formulaA_elements_HHIr,formulaB_elements_HHIr,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatCapacityMolar,formulaB_elements_HeatCapacityMolar,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_ICSDVolume,formulaB_elements_ICSDVolume,formulaA_elements_IsAlkali,formulaB_elements_IsAlkali,formulaA_elements_IsDBlock,formulaB_elements_IsDBlock,formulaA_elements_IsFBlock,formulaB_elements_IsFBlock,formulaA_elements_IsMetal,formulaB_elements_IsMetal,formulaA_elements_IsMetalloid,formulaB_elements_IsMetalloid,formulaA_elements_IsNonmetal,formulaB_elements_IsNonmetal,formulaA_elements_MeltingT,formulaB_elements_MeltingT,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_MiracleRadius,formulaB_elements_MiracleRadius,formulaA_elements_NUnfilled,formulaB_elements_NUnfilled,formulaA_elements_NValance,formulaB_elements_NValance,formulaA_elements_NdUnfilled,formulaB_elements_NdUnfilled,formulaA_elements_NdValence,formulaB_elements_NdValence,formulaA_elements_NfUnfilled,formulaB_elements_NfUnfilled,formulaA_elements_NfValence,formulaB_elements_NfValence,formulaA_elements_NpUnfilled,formulaB_elements_NpUnfilled,formulaA_elements_NpValence,formulaB_elements_NpValence,formulaA_elements_NsUnfilled,formulaB_elements_NsUnfilled,formulaA_elements_NsValence,formulaB_elements_NsValence,formulaA_elements_Number,formulaB_elements_Number,formulaA_elements_Polarizability,formulaB_elements_Polarizability,formulaA_elements_Row,formulaB_elements_Row,formulaA_elements_ShearModulus,formulaB_elements_ShearModulus,formulaA_elements_SpaceGroupNumber,formulaB_elements_SpaceGroupNumber,avg_coordination_A,avg_coordination_B,avg_nearest_neighbor_distance_A,avg_nearest_neighbor_distance_B
37,71,29.5240319081,32.8656832148,174.9668,232.03806,3675.0,5093.0,48.0,54.0,3.0,3.0,187.0,206.0,9841.0,11724.0,1.24,1.28,1.27,1.3,5.42586,6.3067,0.0,0.0,-4.52300002,-7.41254306,3.864860763,4.015357627,4.869419431,5.059033597,0.0022471,0.0,28.865,32.37,9500.0,0.0,3100.0,0.0,0.154,0.118,26.86,27.32,18.65,13.81,29.52,32.86,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1936.0,2023.0,41.0,16.0,175.0,178.0,9.0,8.0,17.0,4.0,9.0,8.0,1.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,71.0,90.0,21.9,32.1,6.0,7.0,27.0,31.0,194.0,225.0,12.0,12.0,3.40931,3.56059
79,55,33.0132128825,92.640951845,88.90585,85.4678,3618.0,961.0,41.0,2.5,3.0,1.0,190.0,220.0,4472.0,1532.0,1.21,0.6,1.22,0.82,6.2173,4.177128,0.0,0.0,-6.464599775,-0.963335025,4.015150874,5.661284779,5.058773104,7.132771862,0.0,0.0,32.365,90.7225,9800.0,6000.0,2600.0,6000.0,0.298,0.363,26.53,31.06,11.39,2.19,32.97,93.09,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1799.0,312.46,12.0,4.0,179.0,244.0,9.0,1.0,3.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,39.0,37.0,22.7,47.27,5.0,5.0,26.0,0.0,194.0,229.0,12.0,8.0,3.53391,4.89764
11,57,42.5278253242,13.7255098107,79.904,102.9055,332.0,3968.0,1.9,380.0,17.0,9.0,120.0,142.0,3120.0,12450.0,0.0,1.76,2.96,2.28,11.8138,7.4589,1.457,0.0,-1.5830253375,-7.25364552,3.892116444,3.010334727,4.903759436,3.79278409,0.0,0.0,29.48,13.64,3300.0,3200.0,6900.0,8000.0,0.474,0.243,75.69,24.98,5.285,26.59,65.14,11.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,265.8,2237.0,95.0,59.0,0.0,132.0,1.0,3.0,17.0,9.0,0.0,2.0,10.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,35.0,45.0,3.05,8.6,4.0,5.0,0.0,150.0,64.0,225.0,1.0,12.0,2.38875,2.72142
80,53,43.7396719386,35.2391757332,173.054,140.90765,1469.0,3563.0,31.0,29.0,3.0,3.0,187.0,203.0,6570.0,6640.0,0.92,1.2,1.26,1.13,6.25416,5.473,0.0,0.0,-1.47410408,-4.77382996,4.086451411,4.14761076,5.148606152,5.225662103,0.0,0.0,34.12,35.675,9500.0,9500.0,3100.0,3100.0,0.155,0.193,26.74,27.2,7.66,6.89,41.17,34.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1092.0,1204.0,39.0,17.0,190.0,183.0,0.0,11.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,70.0,59.0,20.9,28.2,6.0,6.0,9.9,15.0,225.0,194.0,12.0,12.0,3.8532,3.70191
37,53,29.5240319081,35.2391757332,174.9668,140.90765,3675.0,3563.0,48.0,29.0,3.0,3.0,187.0,203.0,9841.0,6640.0,1.24,1.2,1.27,1.13,5.42586,5.473,0.0,0.0,-4.52300002,-4.77382996,3.864860763,4.14761076,4.869419431,5.225662103,0.0022471,0.0,28.865,35.675,9500.0,9500.0,3100.0,3100.0,0.154,0.193,26.86,27.2,18.65,6.89,29.52,34.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1936.0,1204.0,41.0,17.0,175.0,183.0,9.0,11.0,17.0,5.0,9.0,0.0,1.0,0.0,0.0,11.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,71.0,59.0,21.9,28.2,6.0,6.0,27.0,15.0,194.0,194.0,12.0,12.0,3.40931,3.70191
55,24,92.640951845,19.6105134831,85.4678,69.723,961.0,2477.0,2.5,0.0,1.0,13.0,220.0,122.0,1532.0,5904.0,0.6,1.31,0.82,1.81,4.177128,5.999301,0.0,0.0,-0.963335025,-3.0122553025,5.661284779,3.353549368,7.132771862,4.225207441,0.0,0.0,90.7225,18.8575,6000.0,5500.0,6000.0,1900.0,0.363,0.373,31.06,26.03,2.19,5.585,93.09,19.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,312.46,302.91,4.0,74.0,244.0,134.0,1.0,5.0,1.0,13.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,2.0,37.0,31.0,47.27,8.12,5.0,4.0,0.0,0.0,229.0,64.0,8.0,5.0,4.89764,2.53355
30,80,42.6588574686,43.7396719386,126.90447,173.054,457.3,1469.0,7.7,31.0,17.0,3.0,139.0,187.0,4940.0,6570.0,0.0,0.92,2.66,1.26,10.45126,6.25416,1.062,0.0,-1.5054024175,-1.47410408,4.414518159,4.086451411,5.561944354,5.148606152,0.0,0.0,43.015,34.12,4900.0,9500.0,4800.0,3100.0,0.214,0.155,54.43,26.74,7.76,7.66,42.51,41.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,386.85,1092.0,96.0,39.0,0.0,190.0,1.0,0.0,17.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,53.0,70.0,5.025,20.9,5.0,6.0,0.0,9.9,64.0,225.0,1.0,12.0,2.81108,3.8532
70,42,33.9566887225,18.0021329803,127.6,92.90638,1261.0,5017.0,65.0,170.0,16.0,5.0,138.0,164.0,6240.0,8570.0,0.0,1.64,2.1,1.6,9.0096,6.75885,0.464,0.0,-3.14130250667,-10.09332153,4.111975037,3.312897187,5.180763906,4.173988903,0.0,0.0,34.7633333333,18.18,2900.0,8500.0,4900.0,8800.0,0.202,0.265,25.73,24.6,17.38,30.0,33.94,18.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,722.66,2750.0,90.0,47.0,140.0,143.0,2.0,7.0,16.0,5.0,0.0,6.0,10.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,52.0,41.0,5.5,15.7,5.0,5.0,16.0,38.0,152.0,229.0,2.0,8.0,2.89227,2.87565
17,77,12.0929374739,15.858734424,51.9961,183.84,2944.0,5828.0,160.0,310.0,6.0,6.0,139.0,162.0,7140.0,19250.0,1.73,1.81,1.66,2.36,6.76651,7.86403,0.0,0.0,-9.50571654,-12.95880062,2.818080279,3.178105751,3.550558664,4.004162334,0.0,0.0,11.19,16.05,3100.0,7000.0,4100.0,4300.0,0.449,0.132,23.35,24.27,21.0,52.31,12.01,15.85,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2180.0,3695.0,49.0,51.0,130.0,135.0,6.0,6.0,6.0,20.0,5.0,6.0,5.0,4.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,24.0,74.0,11.6,11.1,4.0,6.0,115.0,161.0,229.0,229.0,8.0,8.0,2.46785,2.76038
48,31,28.2141218166,26.0826581604,30.973762,114.818,553.5,2345.0,11.0,0.0,15.0,13.0,107.0,142.0,1823.0,7310.0,1.65,1.17,2.19,1.78,10.48669,5.78636,1.625,0.0,-5.4005090425,-2.66680196,3.560590636,3.647317727,4.486063093,4.595332379,0.0,0.0,22.5702380952,24.26,2000.0,3300.0,5100.0,2000.0,0.769,0.233,23.824,26.74,18.54,3.291,18.99,26.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,317.3,429.75,83.0,75.0,102.0,155.0,3.0,5.0,5.0,13.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,1.0,0.0,0.0,2.0,2.0,15.0,49.0,3.63,9.65,3.0,5.0,0.0,0.0,2.0,139.0,3.0,12.0,2.21377,3.33944
30,54,42.6588574686,15.3604635067,126.90447,195.084,457.3,4098.0,7.7,230.0,17.0,10.0,139.0,136.0,4940.0,21090.0,0.0,1.78,2.66,2.28,10.45126,8.9588,1.062,0.0,-1.5054024175,-6.02850968,4.414518159,3.108612885,5.561944354,3.91660681,0.0,0.0,43.015,15.02,4900.0,5500.0,4800.0,9100.0,0.214,0.133,54.43,25.86,7.76,22.175,42.51,15.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,386.85,2041.4,96.0,63.0,0.0,139.0,1.0,2.0,17.0,24.0,0.0,1.0,10.0,9.0,0.0,0.0,0.0,14.0,1.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,53.0,78.0,5.025,6.5,5.0,6.0,0.0,61.0,64.0,225.0,1.0,12.0,2.81108,2.812
56,30,14.7103342296,42.6588574686,186.207,126.90447,5869.0,457.3,370.0,7.7,7.0,17.0,151.0,139.0,21020.0,4940.0,1.85,0.0,1.9,2.66,7.83352,10.45126,0.0,1.062,-12.417027765,-1.5054024175,3.083225384,4.414518159,3.884620563,5.561944354,0.0,0.0,14.655,43.015,3300.0,4900.0,3300.0,4800.0,0.137,0.214,25.48,54.43,34.08,7.76,14.71,42.51,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3459.0,386.85,54.0,96.0,137.0,0.0,5.0,1.0,21.0,17.0,5.0,0.0,5.0,10.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,75.0,53.0,9.7,5.025,6.0,5.0,178.0,0.0,194.0,64.0,12.0,1.0,2.76299,2.81108
74,72,30.0963858478,17.6363171588,168.93421,47.867,2223.0,3560.0,45.0,110.0,3.0,4.0,190.0,160.0,9321.0,4507.0,1.23,1.52,1.25,1.54,6.18431,6.82812,0.0,0.0,-4.47387849,-7.77522712,3.905274476,3.219799121,4.920337518,4.056692689,0.0,2.25333333333e-05,29.78,16.69,9500.0,1100.0,3100.0,1600.0,0.16,0.524,27.03,25.06,16.84,14.15,30.14,17.67,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1818.0,1941.0,37.0,43.0,175.0,142.0,1.0,8.0,15.0,4.0,0.0,8.0,0.0,2.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,69.0,22.0,21.8,14.6,6.0,4.0,31.0,44.0,194.0,194.0,12.0,8.0,3.43941,2.70452
18,37,117.456015808,29.5240319081,132.9054519,174.9668,944.0,3675.0,1.6,48.0,1.0,3.0,244.0,187.0,1879.0,9841.0,0.55,1.24,0.79,1.27,3.893905,5.42586,0.0,0.0,-0.85462646,-4.52300002,6.140481453,3.864860763,7.736521839,4.869419431,0.0,0.0022471,115.765,28.865,6000.0,9500.0,6000.0,3100.0,0.242,0.154,32.21,26.86,2.09,18.65,67.55,29.52,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,301.59,1936.0,5.0,41.0,264.0,175.0,1.0,9.0,1.0,17.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,55.0,71.0,59.42,21.9,6.0,6.0,0.0,27.0,229.0,194.0,8.0,12.0,5.32395,3.40931
43,6,34.1690548825,16.9470636165,144.242,196.966569,3373.0,3129.0,32.0,220.0,3.0,11.0,201.0,136.0,7010.0,19300.0,1.2,1.57,1.14,2.54,5.525,9.22553,0.0,0.0,-4.76235134,-3.20969261,4.1138142,3.220442052,5.183081107,4.057502731,0.0,0.0,34.81,16.7,9500.0,1100.0,3100.0,1000.0,0.19,0.129,27.45,25.418,7.14,12.55,34.2,16.96,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1294.0,1337.33,19.0,66.0,182.0,143.0,10.0,1.0,6.0,25.0,0.0,0.0,0.0,10.0,10.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,60.0,79.0,31.4,5.8,6.0,6.0,16.0,27.0,194.0,225.0,12.0,12.0,3.6671,2.94955
73,63,28.6408765609,20.0163777166,204.3833,28.0855,1746.0,3173.0,43.0,100.0,13.0,14.0,145.0,111.0,11850.0,2330.0,1.12,1.5,1.62,1.9,6.108194,8.15168,0.0,0.773,-2.27267753,-5.424918005,3.775558738,3.444849839,4.756905929,4.340238825,0.0,0.0,26.91,20.44,6500.0,4700.0,6500.0,1000.0,0.129,0.712,26.32,19.99,4.142,50.21,28.53,20.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,577.0,1687.0,76.0,78.0,172.0,110.0,5.0,4.0,27.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,0.0,5.0,4.0,1.0,2.0,0.0,0.0,2.0,2.0,81.0,14.0,7.55,5.53,6.0,3.0,2.8,0.0,194.0,227.0,8.0,4.0,3.43253,2.36803
5,51,21.7239657372,14.6983862686,74.9216,106.42,887.0,3236.0,22.0,180.0,15.0,10.0,119.0,139.0,5727.0,12023.0,1.44,1.67,2.18,2.2,9.7886,8.3369,0.0,0.0,-4.650889115,-5.13777457,3.539684396,3.065947111,4.459722881,3.862851303,0.0,0.0,22.175,14.41,3300.0,3200.0,4000.0,8000.0,0.329,0.244,24.64,25.98,24.44,16.74,21.52,14.72,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1090.0,1828.05,84.0,62.0,115.0,142.0,3.0,0.0,15.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,33.0,46.0,4.31,4.8,4.0,5.0,0.0,44.0,166.0,225.0,3.0,12.0,2.5579,2.79543
72,71,17.6363171588,32.8656832148,47.867,232.03806,3560.0,5093.0,110.0,54.0,4.0,3.0,160.0,206.0,4507.0,11724.0,1.52,1.28,1.54,1.3,6.82812,6.3067,0.0,0.0,-7.77522712,-7.41254306,3.219799121,4.015357627,4.056692689,5.059033597,2.25333333333e-05,0.0,16.69,32.37,1100.0,0.0,1600.0,0.0,0.524,0.118,25.06,27.32,14.15,13.81,17.67,32.86,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1941.0,2023.0,43.0,16.0,142.0,178.0,8.0,8.0,4.0,4.0,8.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,22.0,90.0,14.6,32.1,4.0,7.0,44.0,31.0,194.0,225.0,8.0,12.0,2.70452,3.56059
76,52,13.844898221,33.1475485628,50.9415,145.0,3680.0,3273.0,160.0,33.0,5.0,3.0,153.0,199.0,6110.0,7264.0,1.64,1.21,1.63,1.155,6.74619,5.582,0.0,0.0,-8.93926069,-4.7446213425,2.963255488,4.075342789,3.733467966,5.134610166,0.0,0.0,13.01,33.8425,3300.0,9500.0,3400.0,3100.0,0.489,0.0,24.89,0.0,21.5,0.0,13.88,33.67,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2183.0,1373.0,46.0,21.0,134.0,185.0,7.0,9.0,5.0,7.0,7.0,0.0,3.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,23.0,61.0,12.4,30.1,4.0,6.0,47.0,18.0,229.0,194.0,8.0,12.0,2.59229,3.63908
64,74,33.956819013,30.0963858478,150.36,168.93421,2076.0,2223.0,38.0,45.0,3.0,3.0,198.0,190.0,7353.0,9321.0,1.21,1.23,1.17,1.25,5.6437,6.18431,0.0,0.0,-4.713379635,-4.47387849,4.050607032,3.905274476,5.103445064,4.920337518,0.0,0.0,33.23,29.78,9500.0,9500.0,3100.0,3100.0,0.196,0.16,29.54,27.03,8.62,16.84,33.14,30.14,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1345.0,1818.0,23.0,37.0,185.0,175.0,8.0,1.0,8.0,15.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,62.0,69.0,28.8,21.8,6.0,6.0,20.0,31.0,166.0,194.0,12.0,12.0,3.61456,3.43941
27,54,37236.0355633,15.3604635067,4.002602,195.084,4.07,4098.0,0.0,230.0,18.0,10.0,28.0,136.0,0.1785,21090.0,0.0,1.78,0.0,2.28,24.587387,8.9588,18.098,0.0,0.0011354,-6.02850968,2.908733088,3.108612885,3.664774046,3.91660681,0.0,0.0,12.305,15.02,3200.0,5500.0,3900.0,9100.0,5.13,0.133,20.786,25.86,0.0,22.175,19.08,15.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2041.4,98.0,63.0,0.0,139.0,0.0,2.0,2.0,24.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,78.0,0.2050522,6.5,1.0,6.0,0.0,61.0,225.0,225.0,8.0,12.0,2.73717,2.812
18,34,117.456015808,37107.4947415,132.9054519,83.798,944.0,119.78,1.6,0.0,1.0,18.0,244.0,116.0,1879.0,3.75,0.55,0.0,0.79,3.0,3.893905,13.99961,0.0,7.535,-0.85462646,0.08753524,6.140481453,4.162477568,7.736521839,5.244393107,0.0,0.0,115.765,36.06,6000.0,0.0,6000.0,0.0,0.242,0.248,32.21,20.786,2.09,1.164,67.55,44.81,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,301.59,115.79,5.0,101.0,264.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,2.0,55.0,36.0,59.42,2.4844,6.0,4.0,0.0,0.0,229.0,225.0,8.0,12.0,5.32395,4.59369
67,13,18.0467295592,42.9371873025,180.94788,40.078,5731.0,1757.0,200.0,17.0,5.0,2.0,170.0,176.0,16650.0,1550.0,1.63,0.91,1.5,1.0,7.54957,6.11316,0.0,0.0,-11.85139954,-1.948329565,3.309248619,4.227260324,4.169391995,5.326014266,0.0,0.0,18.12,37.77,2300.0,3900.0,4800.0,1500.0,0.14,0.647,25.36,25.929,36.57,8.54,17.65,44.19,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3290.0,1115.0,48.0,7.0,145.0,201.0,7.0,0.0,19.0,2.0,7.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,73.0,20.0,13.1,25.7333333333,6.0,4.0,69.0,7.4,229.0,225.0,8.0,12.0,2.8727,3.89661
82,52,23.2659432692,33.1475485628,91.224,145.0,4682.0,3273.0,0.0,33.0,4.0,3.0,175.0,199.0,6511.0,7264.0,1.41,1.21,1.33,1.155,6.6339,5.582,0.0,0.0,-8.545958555,-4.7446213425,3.593145393,4.075342789,4.527079516,5.134610166,0.0,0.0,23.195,33.8425,3400.0,9500.0,2600.0,3100.0,0.278,0.0,25.36,0.0,21.0,0.0,23.29,33.67,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2128.0,1373.0,44.0,21.0,158.0,185.0,8.0,9.0,4.0,7.0,8.0,0.0,2.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,40.0,61.0,17.9,30.1,5.0,6.0,33.0,18.0,194.0,194.0,12.0,12.0,3.19147,3.63908
40,17,15.5008806878,12.0929374739,95.96,51.9961,4912.0,2944.0,230.0,160.0,6.0,6.0,154.0,139.0,10280.0,7140.0,1.77,1.73,2.16,1.66,7.09243,6.76651,0.0,0.0,-10.84610777,-9.50571654,3.154164308,2.818080279,3.973998007,3.550558664,0.0,0.0,15.69,11.19,2400.0,3100.0,5300.0,4100.0,0.251,0.449,24.06,23.35,37.48,21.0,15.59,12.01,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2896.0,2180.0,50.0,49.0,139.0,130.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,42.0,24.0,12.8,11.6,5.0,4.0,20.0,115.0,229.0,229.0,8.0,8.0,2.74324,2.46785
32,79,14.1485504686,33.0132128825,192.217,88.90585,4701.0,3618.0,320.0,41.0,9.0,3.0,141.0,190.0,22560.0,4472.0,1.83,1.21,2.2,1.22,8.96702,6.2173,0.0,0.0,-8.84851145,-6.464599775,3.051696628,4.015150874,3.84489682,5.058773104,0.0,0.0,14.21,32.365,5500.0,9800.0,9100.0,2600.0,0.131,0.298,25.1,26.53,41.12,11.39,13.88,32.97,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2739.0,1799.0,60.0,12.0,136.0,179.0,3.0,9.0,23.0,3.0,3.0,9.0,7.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,77.0,39.0,7.6,22.7,6.0,5.0,210.0,26.0,225.0,194.0,12.0,12.0,2.74055,3.53391
36,41,21.5440580799,39.4383288823,6.941,22.98976928,1615.0,1156.0,11.0,6.3,1.0,1.0,128.0,166.0,535.0,968.0,0.98,0.82,0.98,0.93,5.391719,5.139076,0.0,0.0,-1.86988691,-1.26024138333,3.213570838,3.88167309,4.048845545,4.890601634,0.0,0.0,16.5933333333,29.2433333333,2900.0,1100.0,4200.0,500.0,3.582,1.228,24.86,28.23,3.0,2.6,21.63,39.76,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,453.69,370.87,1.0,2.0,152.0,180.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,11.0,24.335,24.11,2.0,3.0,4.2,3.3,229.0,229.0,8.0,12.0,2.96771,3.72922
56,11,14.7103342296,42.5278253242,186.207,79.904,5869.0,332.0,370.0,1.9,7.0,17.0,151.0,120.0,21020.0,3120.0,1.85,0.0,1.9,2.96,7.83352,11.8138,0.0,1.457,-12.417027765,-1.5830253375,3.083225384,3.892116444,3.884620563,4.903759436,0.0,0.0,14.655,29.48,3300.0,3300.0,3300.0,6900.0,0.137,0.474,25.48,75.69,34.08,5.285,14.71,65.14,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3459.0,265.8,54.0,95.0,137.0,0.0,5.0,1.0,21.0,17.0,5.0,0.0,5.0,10.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,75.0,35.0,9.7,3.05,6.0,4.0,178.0,0.0,194.0,64.0,12.0,1.0,2.76299,2.38875
22,7,48.1212923577,7.29776726528,151.964,10.811,1800.0,4273.0,8.3,320.0,3.0,13.0,198.0,84.0,5244.0,2460.0,0.88,1.75,1.185,2.04,5.67038,8.29802,0.0,1.524,-1.82958684,-6.67769815417,4.177811939,2.429779429,5.263713205,3.061330249,0.0,0.0,36.46,7.1725,9500.0,2900.0,3100.0,2000.0,0.182,1.026,27.66,11.087,9.21,50.2,48.53,7.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1095.0,2348.0,25.0,72.0,196.0,88.0,7.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,63.0,5.0,27.7,3.03,6.0,2.0,7.9,0.0,229.0,166.0,12.0,5.5,4.00957,1.72536
